code_muni,name_muni,code_state,name_metro
1713205,Miracema Do Tocantins,17,RM Palmas
1713304,Miranorte,17,RM Palmas
1713601,Monte Do Carmo,17,RM Palmas
1715507,Oliveira De Fátima,17,RM Palmas
1721000,Palmas,17,RM Palmas
1716109,Paraíso Do Tocantins,17,RM Palmas
1718204,Porto Nacional,17,RM Palmas
1718451,Pugmil,17,RM Palmas
1720655,Silvanópolis,17,RM Palmas
1721109,Tocantínia,17,RM Palmas
